FID,PolygonID,HabType,CumEggs,PolygonAreaLL,PolygonAream2,EggDensityperHA,lnEggDensity,log10EggDensity,ProbEggs
17,18,Developed/Open Space/Developed/Low Intensity,418,10835.16236,10835.16236,385.7810212,5.955269906,2.586340858,0.1
18,19,Corn,184,8993.09076,8993.09076,204.6015157,5.321064261,2.310908847,0.1
19,20,Grass/Pasture,806,62087.01331,62087.01331,129.8178084,4.866131994,2.113334273,0.1
20,21,Grass/Pasture,292,11691.23317,11691.23317,249.759795,5.520499636,2.397522529,0.1
21,22,Soybeans,1426,136367.8396,136367.8396,104.5701101,4.649857756,2.019407565,0.1
22,23,Corn,3994,644685.1379,644685.1379,61.95272336,4.126371568,1.792060402,0.1
23,24,Grass/Pasture,280,20943.74839,20943.74839,133.6914457,4.895534501,2.12610362,0.1
24,25,Soybeans,280,43166.09093,43166.09093,64.86573001,4.172319441,1.81201531,0.1
25,26,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,196,9892.623054,9892.623054,198.1274319,5.288910419,2.29694461,0.1
26,27,Soybeans,848,113907.4502,113907.4502,74.44640351,4.31007945,1.871843722,0.1
27,28,Corn,196,29349.23598,29349.23598,66.78197693,4.201433238,1.824659271,0.1
28,29,Soybeans,896,99081.54534,99081.54534,90.43056373,4.504582305,1.956315238,0.1
29,30,Soybeans,3454,521090.7383,521090.7383,66.28404126,4.193949163,1.821408979,0.1
30,31,Grass/Pasture,146,13489.41701,13489.41701,108.2329947,4.684286262,2.034359675,0.1
31,32,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,326,39568.73799,39568.73799,82.38827331,4.411443113,1.915865401,0.1
32,33,Developed/Open Space/Developed/Low Intensity,182,17413.80867,17413.80867,104.5147581,4.649328287,2.01917762,0.1
33,34,Soybeans,286,24281.01753,24281.01753,117.7874855,4.76888203,2.071099151,0.1
34,35,Corn,122,8992.938265,8992.938265,135.662001,4.910166506,2.132458219,0.1
35,36,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,1106,95352.90847,95352.90847,115.9901693,4.75350544,2.064421182,0.1
36,37,Barren/Clouds/No Data/Developed/Water/Nonag/Undefined/Aquaculture/Open Water/Perennial Ice/Snow,82,9892.511841,9892.511841,82.89097988,4.417526249,1.918507274,0.1
37,38,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,74,9892.524737,9892.524737,74.8039575,4.314870791,1.873924575,0.1
38,39,Soybeans,262,24280.93267,24280.93267,107.9035981,4.681238218,2.033035927,0.1
39,40,Developed/Open Space/Developed/Low Intensity,430,30399.19112,30399.19112,141.4511321,4.951954302,2.150606428,0.1
40,41,Developed/Open Space/Developed/Low Intensity,296,17336.61414,17336.61414,170.7369141,5.140123858,2.232327428,0.1
41,42,Soybeans,868,135792.6903,135792.6903,63.92096644,4.157647421,1.805643333,0.1
42,43,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,540,27663.12597,27663.12597,195.2057047,5.274053899,2.290492505,0.1
43,44,Grass/Pasture,364,31527.28264,31527.28264,115.4555577,4.748885674,2.062414843,0.1
44,45,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,380,20684.0742,20684.0742,183.7162236,5.213392304,2.26414751,0.1
45,46,Corn,2976,523081.1406,523081.1406,56.89365892,4.041183892,1.755063865,0.1
46,47,Grass/Pasture,602,61714.75495,61714.75495,97.54555462,4.580319496,1.989207482,0.1
47,48,Grass/Pasture,218,23044.72874,23044.72874,94.59864009,4.549643101,1.975884893,0.1
48,49,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,130,12590.05081,12590.05081,103.2561361,4.63721266,2.01391587,0.1
49,50,Corn,1222,148621.8025,148621.8025,82.22212215,4.409424392,1.914988682,0.1
50,51,Grass/Pasture,1016,75351.39344,75351.39344,134.8349319,4.904051303,2.12980242,0.1
51,52,Corn,550,112879.1338,112879.1338,48.7246829,3.886185737,1.687749021,0.1
52,53,Grass/Pasture,192,28444.27881,28444.27881,67.50039306,4.212133421,1.829306302,0.1
53,54,Corn,3954,534706.3123,534706.3123,73.94713526,4.30335045,1.868921354,0.1
54,55,Soybeans,1514,164373.6472,164373.6472,92.10722192,4.522953354,1.964293684,0.1
55,56,Soybeans,4362,464746.7719,464746.7719,93.85756424,4.541778359,1.972469279,0.1
56,57,Grass/Pasture,1300,117807.509,117807.509,110.3495024,4.703652624,2.042770379,0.1
57,58,Grass/Pasture,100,8992.903697,8992.903697,111.1987889,4.711319491,2.046100057,0.1
58,59,Corn,312,27879.89655,27879.89655,111.9085931,4.717682405,2.048863436,0.1
59,60,Soybeans,3782,578787.6468,578787.6468,65.34348169,4.17965769,1.815202271,0.1
60,61,Soybeans,3946,559827.9719,559827.9719,70.4859385,4.255413236,1.848102487,0.1
61,62,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,294,31265.10105,31265.10105,94.03455934,4.543662367,1.973287494,0.1
62,63,Soybeans,882,94276.85503,94276.85503,93.55424507,4.538541429,1.971063499,0.1
63,64,Soybeans,422,31613.85289,31613.85289,133.485786,4.893995,2.125435023,0.1
64,65,Blank_/Developed/Med Intensity/Developed/High Intensity,160,11691.27792,11691.27792,136.8541584,4.918915821,2.136257998,0.1
65,66,Corn,1200,89031.07045,89031.07045,134.7844066,4.903676514,2.129639651,0.1
66,67,Developed/Open Space/Developed/Low Intensity,108,10046.81411,10046.81411,107.4967635,4.67746074,2.031395389,0.1
67,68,Developed/Open Space/Developed/Low Intensity,234,8418.651817,8418.651817,277.9542438,5.62745651,2.443973309,0.1
68,69,Developed/Open Space/Developed/Low Intensity,118,15386.76981,15386.76981,76.68926062,4.339761681,1.884734551,0.1
69,70,Soybeans,1614,224823.7807,224823.7807,71.78955869,4.273739043,1.856061284,0.1
70,71,Soybeans,324,37627.48943,37627.48943,86.10725959,4.455593724,1.935039768,0.1
71,72,Corn,1248,116090.3319,116090.3319,107.5024922,4.677514031,2.031418533,0.1
72,73,Grass/Pasture,568,37770.38667,37770.38667,150.382363,5.013181138,2.177196905,0.1
73,74,Soybeans,4108,758554.6022,758554.6022,54.15562687,3.991861881,1.733643587,0.1
74,75,Grass/Pasture,128,11690.95392,11690.95392,109.4863609,4.695799983,2.039360021,0.1
75,76,Corn,4654,580045.6208,580045.6208,80.2350683,4.38496068,1.904364227,0.1
76,77,Corn,3518,514137.3418,514137.3418,68.42529639,4.225742587,1.835216687,0.1
77,78,Grass/Pasture,300,31546.81258,31546.81258,95.09677063,4.554895011,1.978165769,0.1
78,79,Grass/Pasture,228,23381.56654,23381.56654,97.51271353,4.579982765,1.989061242,0.1
79,80,Grass/Pasture,300,29676.58654,29676.58654,101.0897933,4.616009165,2.004707309,0.1
80,81,Wetlands/Herbaceous Wetlands,120,8993.481945,8993.481945,133.4299671,4.893576749,2.125253379,0.1
81,82,Soybeans,4622,535462.0462,535462.0462,86.3179759,4.458037872,1.936101248,0.1
82,83,Corn,552,55034.31177,55034.31177,100.3010635,4.608176298,2.001305538,0.1
83,84,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,492,44964.55495,44964.55495,109.4195196,4.695189298,2.039094804,0.1
84,85,Corn,1408,134003.0258,134003.0258,105.0722543,4.654648249,2.02148805,0.1
85,86,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,294,35973.88635,35973.88635,81.72594897,4.403371564,1.912359972,0.1
86,87,Soybeans,2382,338423.1737,338423.1737,70.38525093,4.253983737,1.847481663,0.1
87,88,Grass/Pasture,222,16187.20103,16187.20103,137.1453901,4.921041605,2.137181214,0.1
88,89,Grass/Pasture,678,49463.24191,49463.24191,137.0714846,4.920502575,2.136947116,0.1
89,90,Grass/Pasture,210,14389.27595,14389.27595,145.9420201,4.98320942,2.164180353,0.1
90,91,Grass/Pasture,576,44431.2213,44431.2213,129.6385702,4.864750349,2.112734232,0.1
91,92,Corn,7128,1167098.771,1167098.771,61.07452237,4.112094797,1.785860079,0.1
92,93,Soybeans,260,33273.68281,33273.68281,78.13983246,4.358499945,1.892872476,0.1
93,94,Grass/Pasture,92,10791.79149,10791.79149,85.2499792,4.445587872,1.930694282,0.1
94,95,Developed/Open Space/Developed/Low Intensity,458,20565.28681,20565.28681,222.7053793,5.405849729,2.347730707,0.1
95,96,Grass/Pasture,7424,920429.1604,920429.1604,80.65802692,4.390218327,1.906647594,0.1
96,97,Soybeans,1120,155304.1202,155304.1202,72.11656707,4.278283797,1.858035045,0.1
97,98,Developed/Open Space/Developed/Low Intensity,226,11454.95658,11454.95658,197.294506,5.284697567,2.295114992,0.1
98,99,Developed/Open Space/Developed/Low Intensity,140,10816.08883,10816.08883,129.4368068,4.863192784,2.11205779,0.1
99,100,Developed/Open Space/Developed/Low Intensity,324,15150.97347,15150.97347,213.8476453,5.365263823,2.330104472,0.1
100,101,Grass/Pasture,234,17076.89689,17076.89689,137.0272372,4.920179717,2.136806901,0.1
101,102,Grass/Pasture,150,8524.73522,8524.73522,175.9585443,5.170248424,2.24541036,0.1
102,103,Soybeans,394,37889.17802,37889.17802,103.9874763,4.644270471,2.016981038,0.1
103,104,Grass/Pasture,122,11690.75284,11690.75284,104.3559826,4.647807964,2.018517352,0.1
104,105,Wetlands/Herbaceous Wetlands,176,13490.23825,13490.23825,130.4647084,4.871102757,2.115493048,0.1
105,106,Soybeans,2058,250745.1086,250745.1086,82.07537971,4.40763809,1.914212901,0.1
106,107,Developed/Open Space/Developed/Low Intensity,226,16817.85519,16817.85519,134.3809882,4.900678961,2.12833783,0.1
107,108,Developed/Open Space/Developed/Low Intensity,376,9106.027472,9106.027472,412.9133161,6.023237683,2.615858889,0.1
108,109,Developed/Open Space/Developed/Low Intensity,274,18578.27571,18578.27571,147.4840853,4.993720274,2.168745159,0.1
109,110,Corn,9296,1417130.541,1417130.541,65.59734429,4.183535212,1.816886257,0.1
110,111,Barren/Clouds/No Data/Developed/Water/Nonag/Undefined/Aquaculture/Open Water/Perennial Ice/Snow,242,24282.40269,24282.40269,99.66064853,4.6017709,1.998523709,0.1
111,112,Developed/Open Space/Developed/Low Intensity,288,23065.29604,23065.29604,124.8629107,4.827216421,2.096433455,0.1
112,113,Grass/Pasture,384,31984.22269,31984.22269,120.0591941,4.787984905,2.079395424,0.1
113,114,Soybeans,1888,211656.8746,211656.8746,89.20097699,4.490891992,1.950369611,0.1
114,115,Soybeans,2368,441069.6725,441069.6725,53.68766314,3.983183239,1.729874501,0.1
115,116,Soybeans,1152,128598.5581,128598.5581,89.58109772,4.495144335,1.95221638,0.1
116,117,Soybeans,1432,131944.3817,131944.3817,108.5305779,4.687031957,2.035552116,0.1
117,118,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,234,17986.4101,17986.4101,130.0982234,4.86828973,2.114271366,0.1
118,119,Grass/Pasture,104,8993.199119,8993.199119,115.6429415,4.750507354,2.06311913,0.1
119,120,Soybeans,2028,180166.7087,180166.7087,112.5624159,4.723507876,2.051393406,0.1
120,121,Soybeans,2880,454544.3879,454544.3879,63.36014868,4.148835094,1.801816188,0.1
121,122,Soybeans,3282,576564.1108,576564.1108,56.9234182,4.041706824,1.755290971,0.1
122,123,Corn,1254,211911.9286,211911.9286,59.17552675,4.080508057,1.772142133,0.1
123,124,Soybeans,1382,130197.8777,130197.8777,106.1461235,4.664816668,2.025904138,0.1
124,125,Corn,166,11517.5277,11517.5277,144.1281535,4.970702858,2.158748823,0.1
125,126,Corn,7312,1197965.535,1197965.535,61.03681439,4.111477197,1.785591859,0.1
126,127,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,124,11690.75784,11690.75784,106.0666911,4.664068057,2.02557902,0.1
127,128,Grass/Pasture,222,17086.50818,17086.50818,129.9270733,4.866973318,2.113699656,0.1
128,129,Corn,10956,1703221.49,1703221.49,64.32516302,4.163950892,1.808380896,0.1
129,130,Grass/Pasture,2484,248310.6201,248310.6201,100.0359952,4.605530073,2.000156297,0.1
130,131,Grass/Pasture,1870,137121.2475,137121.2475,136.3756554,4.91541325,2.134736851,0.1
131,132,Soybeans,4890,539611.9149,539611.9149,90.62068248,4.50668247,1.957227329,0.1
132,133,Grass/Pasture,212,16930.04054,16930.04054,125.2212004,4.830081777,2.097677863,0.1
133,134,Grass/Pasture,232,15822.33619,15822.33619,146.6281573,4.98789984,2.166217377,0.1
134,135,Grass/Pasture,146,10048.03706,10048.03706,145.3020119,4.978814417,2.162271628,0.1
135,136,Soybeans,2124,291690.0215,291690.0215,72.81702641,4.287949807,1.86223294,0.1
136,137,Grass/Pasture,702,63849.52613,63849.52613,109.946,4.699989336,2.041179434,0.1
137,138,Soybeans,5270,870148.4638,870148.4638,60.56437745,4.103706889,1.782217257,0.1
138,139,Grass/Pasture,700,67746.55446,67746.55446,103.326288,4.637891826,2.014210828,0.1
139,140,Corn,3804,570493.6612,570493.6612,66.67909319,4.199891458,1.823989685,0.1
140,141,Corn,2118,279588.6881,279588.6881,75.75413778,4.327493067,1.879406359,0.1
141,142,Corn,2974,368996.5946,368996.5946,80.59694977,4.389460805,1.906318606,0.1
142,143,Soybeans,6010,894167.1065,894167.1065,67.21338726,4.207872443,1.827455782,0.1
143,144,Soybeans,808,104867.0321,104867.032,77.04995408,4.344453966,1.886772384,0.1
144,145,Corn,194,11826.33534,11826.33534,164.0406723,5.100114399,2.214951541,0.1
145,146,Grass/Pasture,322,50382.58676,50382.58676,63.91097018,4.157491024,1.80557541,0.1
146,147,Corn,3312,454953.8337,454953.8337,72.79859526,4.287696659,1.862122999,0.1
147,148,Grass/Pasture,328,33275.2632,33275.2632,98.57172219,4.590784427,1.993752344,0.1
148,149,Corn,158,10039.4779,10039.4779,157.3787019,5.058655015,2.196945959,0.1
149,150,Blank_/Developed/Med Intensity/Developed/High Intensity,248,20535.76552,20535.76552,120.7649161,4.793845814,2.081940784,0.1
150,151,Developed/Open Space/Developed/Low Intensity,138,14494.75605,14494.75605,95.20684551,4.556051846,1.978668176,0.1
151,152,Grass/Pasture,236,20285.03101,20285.03101,116.3419469,4.756533673,2.065736327,0.1
152,153,Soybeans,212,17985.78313,17985.78313,117.8708753,4.769589748,2.071406508,0.1
153,154,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,326,27479.27903,27479.27903,118.6348447,4.776050244,2.074212266,0.1
154,155,Grass/Pasture,152,9282.470276,9282.470276,163.7495144,5.098337909,2.214180021,0.1
155,156,Corn,1372,160781.1522,160781.1522,85.33338524,4.446565764,1.931118975,0.1
156,157,Developed/Open Space/Developed/Low Intensity,304,17002.50925,17002.50925,178.7971384,5.186251858,2.252360564,0.1
157,158,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,1944,248732.2484,248732.2484,78.15633126,4.358711068,1.892964165,0.1
158,159,Soybeans,9088,1176963.571,1176963.571,77.21564392,4.346602078,1.887705297,0.1
159,160,Corn,498,35038.56273,35038.56273,142.1291175,4.956735923,2.15268306,0.1
160,161,Corn,296,34240.34777,34240.34777,86.4477201,4.459539839,1.936753544,0.1
161,162,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,176,14684.58793,14684.58793,119.8535504,4.786270584,2.078650904,0.1
162,163,Soybeans,1094,134581.8098,134581.8098,81.28884592,4.398008811,1.910030958,0.1
163,164,Grass/Pasture,254,17156.1861,17156.1861,148.0515533,4.997560546,2.170412968,0.1
164,165,Grass/Pasture,132,10128.78736,10128.78736,130.3216222,4.870005412,2.115016477,0.1
165,166,Grass/Pasture,236,21700.5448,21700.5448,108.75303,4.689079532,2.036441366,0.1
166,167,Corn,216,19829.57627,19829.57627,108.9281975,4.690688927,2.037140317,0.1
167,168,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,274,31063.65001,31063.65001,88.20598993,4.479674874,1.945498078,0.1
168,169,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,148,12590.84038,12590.84038,117.5457678,4.766827771,2.070206997,0.1
169,170,Corn,9008,1281707.314,1281707.314,70.28125612,4.252505136,1.846839515,0.1
170,171,Grass/Pasture,298,14994.6661,14994.6661,198.7373363,5.291984035,2.298279465,0.1
171,172,Corn,4164,573384.1923,573384.1923,72.62146491,4.285260538,1.861065005,0.1
172,173,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,96,10791.78442,10791.78442,88.95655831,4.488148142,1.949177972,0.1
173,174,Soybeans,2496,273658.1012,273658.1012,91.20870126,4.513150301,1.960036272,0.1
174,175,Soybeans,4482,576017.7389,576017.7389,77.81010371,4.35427129,1.891035994,0.1
175,176,Developed/Open Space/Developed/Low Intensity,122,9204.093728,9204.093728,132.5497149,4.886957782,2.122378798,0.1
176,177,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,216,25048.6412,25048.6412,86.23222245,4.457043918,1.935669579,0.1
177,178,Soybeans,3216,462249.9336,462249.9336,69.57275202,4.242372997,1.842439183,0.1
178,179,Grass/Pasture,130,8993.383092,8993.383092,144.5507199,4.973630449,2.160020259,0.1
179,180,Corn,7148,1062409.896,1062409.896,67.2809998,4.208877876,1.827892436,0.1
180,181,Developed/Open Space/Developed/Low Intensity,330,26442.39902,26442.39902,124.799569,4.826709002,2.096213085,0.1
181,182,Developed/Open Space/Developed/Low Intensity,136,11885.34027,11885.34027,114.4266777,4.739934248,2.058527289,0.1
182,183,Wetlands/Herbaceous Wetlands,284,19785.61334,19785.61334,143.5386385,4.966604257,2.156968822,0.1
183,184,Soybeans,11550,1612283.236,1612283.236,71.63753702,4.271619197,1.855140646,0.1
184,185,Developed/Open Space/Developed/Low Intensity,240,20106.2128,20106.2128,119.3660897,4.782195155,2.076880967,0.1
185,186,Soybeans,1222,146327.0966,146327.0966,83.51153193,4.424984729,1.92174645,0.1
186,187,Soybeans,1738,212528.476,212528.476,81.77727675,4.403999415,1.912632644,0.1
187,188,Grass/Pasture,204,12590.08827,12590.08827,162.0322238,5.087795228,2.209601392,0.1
188,189,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,184,11375.51027,11375.51027,161.7509858,5.086058028,2.208846936,0.1
189,190,Grass/Pasture,524,37707.09858,37707.09858,138.9658764,4.934228409,2.142908171,0.1
190,191,Soybeans,1188,142180.9224,142180.9224,83.55551363,4.425511245,1.921975113,0.1
191,192,Soybeans,320,26935.79189,26935.79189,118.8010367,4.777450133,2.07482023,0.1
192,193,Corn,3472,545934.0499,545934.0499,63.59742538,4.152572988,1.803439534,0.1
193,194,Corn,4114,492877.6318,492877.6318,83.46899381,4.424475231,1.921525178,0.1
194,195,Corn,14684,2262132.466,2262132.466,64.91220218,4.173035621,1.812326343,0.1
195,196,Grass/Pasture,154,18885.98703,18885.98703,81.54193888,4.401117475,1.911381034,0.1
196,197,Soybeans,60,8993.287575,8993.287575,66.71642544,4.200451181,1.824232769,0.1
197,198,Soybeans,1114,148605.4456,148605.4456,74.96360551,4.317002736,1.874850467,0.1
198,199,Corn,5744,744105.7841,744105.7841,77.1933255,4.346312996,1.887579751,0.1
199,200,Grass/Pasture,496,27878.05827,27878.05827,177.9176997,5.181321082,2.250219155,0.1
200,201,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,508,38671.87809,38671.87809,131.3616057,4.877953869,2.118468448,0.1
201,202,Soybeans,5582,822946.2429,822946.2429,67.82946089,4.216996627,1.831418365,0.1
202,203,Developed/Open Space/Developed/Low Intensity,174,9398.129949,9398.129949,185.1432157,5.221129664,2.267507803,0.1
203,204,Developed/Open Space/Developed/Low Intensity,182,8549.750353,8549.750353,212.8717126,5.360689696,2.328117954,0.1
204,205,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,144,10791.9456,10791.9456,133.4328446,4.893598314,2.125262745,0.1
205,206,Cotton/Rice/Sorghum/Sunflower/Peanuts/Tobacco/Sweet Corn/Pop or Orn Corn/Mint/Barley/Durum Wheat/Spring Wheat/Winter Wheat/Other,112,11691.28715,11691.28715,95.79783523,4.562240088,1.981355695,0.1
206,207,Grass/Pasture,1974,207030.5739,207030.5739,95.34823591,4.557535831,1.979312662,0.1
207,208,Soybeans,2006,285325.4586,285325.4586,70.30567864,4.252852573,1.846990405,0.1
208,209,Developed/Open Space/Developed/Low Intensity,330,25610.85679,25610.85679,128.8516049,4.858661393,2.110089832,0.1
209,210,Soybeans,5102,663959.2483,663959.2483,76.84206543,4.341752217,1.88559903,0.1
210,211,Corn,792,73289.33299,73289.33299,108.0648394,4.682731412,2.033684412,0.1
211,212,Grass/Pasture,7186,897097.4564,897097.4564,80.10277979,4.383310557,1.903647588,0.1
212,213,Corn,806,68865.57427,68865.57427,117.0396107,4.76251243,2.068332868,0.1
213,214,Corn,1482,132446.9062,132446.9062,111.8938934,4.717551042,2.048806385,0.1
214,215,Grass/Pasture,294,19784.511,19784.511,148.6010951,5.001265501,2.17202201,0.1
215,216,Soybeans,11968,1577405.756,1577405.756,75.87141073,4.329039943,1.880078159,0.1
216,217,Corn,1350,121369.8316,121369.8316,111.2302771,4.711602621,2.046223019,0.1
217,218,Grass/Pasture,138,9892.204208,9892.204208,139.5037922,4.938091785,2.144586013,0.1
218,219,Grass/Pasture,298,12590.09881,12590.09881,236.6939327,5.466767883,2.374187126,0.1
219,220,Corn,1756,151814.012,151814.012,115.6678476,4.750722701,2.063212654,0.1
220,221,Soybeans,1878,282319.7031,282319.7031,66.52033065,4.197507625,1.822954399,0.1
221,222,Barren/Clouds/No Data/Developed/Water/Nonag/Undefined/Aquaculture/Open Water/Perennial Ice/Snow,92,9892.6158,9892.6158,92.99865866,4.53258507,1.968476685,0.1
222,223,Grass/Pasture,188,12765.19019,12765.19019,147.2755182,4.992305106,2.168130559,0.1
223,224,Corn,5344,746014.5702,746014.5702,71.63398965,4.271569677,1.85511914,0.1
224,225,Forest/Deciduous Forest/Evergreen Forest/Mixed Forest/Woody Wetlands,206,11012.80572,11012.80572,187.054966,5.23140251,2.271969243,0.1
225,226,Grass/Pasture,546,55756.26049,55756.26049,97.92622303,4.584214369,1.990899004,0.1
226,227,Soybeans,174,18886.13729,18886.13729,92.13106806,4.523212216,1.964406106,0.1
227,228,Grass/Pasture,272,35973.5855,35973.5855,75.6110341,4.325602226,1.878585178,0.1
228,229,Blank_/Developed/Med Intensity/Developed/High Intensity,168,9037.963655,9037.963655,185.8825798,5.225115183,2.269238691,0.1
229,230,Soybeans,2698,449561.0619,449561.0619,60.01409438,4.094579441,1.778253257,0.1
230,231,Soybeans,10600,1414377.162,1414377.162,74.94464903,4.316749828,1.87474063,0.1
231,232,Grass/Pasture,298,26979.47436,26979.47436,110.4543387,4.704602211,2.04318278,0.1
232,233,Corn,4238,565358.5147,565358.5147,74.96128368,4.316971763,1.874837015,0.1
233,234,Corn,2202,281739.5647,281739.5647,78.15728694,4.358723295,1.892969475,0.1
234,235,Developed/Open Space/Developed/Low Intensity,292,20356.21016,20356.21016,143.4451687,4.965952862,2.156685926,0.1
235,236,Developed/Open Space/Developed/Low Intensity,304,29492.31077,29492.31077,103.0777149,4.635483217,2.013164782,0.1
236,237,Developed/Open Space/Developed/Low Intensity,128,10205.218,10205.218,125.4260321,4.831716199,2.098387683,0.1
237,238,Developed/Open Space/Developed/Low Intensity,150,16043.15876,16043.15876,93.49779694,4.537937874,1.970801378,0.1
238,239,Grass/Pasture,338,38652.02153,38652.02153,87.44691393,4.471031911,1.941744487,0.1
239,240,Corn,630,69281.39313,69281.39313,90.93350632,4.51012854,1.958723937,0.1
240,241,Developed/Open Space/Developed/Low Intensity,286,13682.92655,13682.92655,209.0196121,5.342428085,2.320187037,0.1
241,242,Developed/Open Space/Developed/Low Intensity,204,13730.94933,13730.94933,148.5694799,5.001052727,2.171929603,0.1
242,243,Grass/Pasture,232,19785.61531,19785.61531,117.2569043,4.76436729,2.069138424,0.1
243,244,Developed/Open Space/Developed/Low Intensity,142,10791.95054,10791.95054,131.5795504,4.879611615,2.119188398,0.1
244,245,Soybeans,1740,293456.3459,293456.3459,59.29331651,4.082496593,1.773005743,0.1
